"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"9447","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF333","84449","ENSG00000160961","Degradome sequencing","positive","","validated"
"9448","tarbase","MIMAT0000254","hsa-miR-10b-5p","PKIB","5570","ENSG00000135549","Degradome sequencing","negative","","validated"
"9449","tarbase","MIMAT0000254","hsa-miR-10b-5p","MEDAG","84935","ENSG00000102802","Degradome sequencing","positive","","validated"
"9450","tarbase","MIMAT0000254","hsa-miR-10b-5p","MAEL","84944","ENSG00000143194","Degradome sequencing","negative","","validated"
"9451","tarbase","MIMAT0000254","hsa-miR-10b-5p","TIGD5","84948","ENSG00000179886","Degradome sequencing","positive","","validated"
"9452","tarbase","MIMAT0000254","hsa-miR-10b-5p","RBM18","92400","ENSG00000119446","Degradome sequencing","positive","","validated"
"9453","tarbase","MIMAT0000254","hsa-miR-10b-5p","UCN2","90226","ENSG00000145040","Degradome sequencing","positive","","validated"
"9454","tarbase","MIMAT0000254","hsa-miR-10b-5p","TIGD7","91151","ENSG00000140993","Degradome sequencing","positive","","validated"
"9455","tarbase","MIMAT0000254","hsa-miR-10b-5p","TP53RK","112858","ENSG00000172315","Degradome sequencing","positive","","validated"
"9456","tarbase","MIMAT0000254","hsa-miR-10b-5p","TSGA13","114960","ENSG00000213265","Degradome sequencing","negative","","validated"
"9457","tarbase","MIMAT0000254","hsa-miR-10b-5p","LRRC3B","116135","ENSG00000179796","Degradome sequencing","positive","","validated"
"9458","tarbase","MIMAT0000254","hsa-miR-10b-5p","FAM207A","85395","ENSG00000160256","Degradome sequencing","positive","","validated"
"9459","tarbase","MIMAT0000254","hsa-miR-10b-5p","CREB3L4","148327","ENSG00000143578","Degradome sequencing","negative","","validated"
"9460","tarbase","MIMAT0000254","hsa-miR-10b-5p","TMEM132D","121256","ENSG00000151952","Degradome sequencing","negative","","validated"
"9461","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZFP90","146198","ENSG00000184939","Degradome sequencing","positive","","validated"
"9462","tarbase","MIMAT0000254","hsa-miR-10b-5p","AP5B1","91056","ENSG00000254470","Degradome sequencing","positive","","validated"
"9463","tarbase","MIMAT0000254","hsa-miR-10b-5p","WDR92","116143","ENSG00000243667","Degradome sequencing","positive","","validated"
"9464","tarbase","MIMAT0000254","hsa-miR-10b-5p","SPATA17","128153","ENSG00000162814","Degradome sequencing","positive","","validated"
"9465","tarbase","MIMAT0000254","hsa-miR-10b-5p","ALKBH3","221120","ENSG00000166199","Degradome sequencing","negative","","validated"
"9466","tarbase","MIMAT0000254","hsa-miR-10b-5p","TMED6","146456","ENSG00000157315","Degradome sequencing","positive","","validated"
"9467","tarbase","MIMAT0000254","hsa-miR-10b-5p","IL20RB","53833","ENSG00000174564","Degradome sequencing","positive","","validated"
"9468","tarbase","MIMAT0000254","hsa-miR-10b-5p","CCDC138","165055","ENSG00000163006","Degradome sequencing","positive","","validated"
"9469","tarbase","MIMAT0000254","hsa-miR-10b-5p","DDIT4L","115265","ENSG00000145358","Degradome sequencing","positive","","validated"
"9470","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF485","220992","ENSG00000198298","Degradome sequencing","positive","","validated"
"9471","tarbase","MIMAT0000254","hsa-miR-10b-5p","TIGD2","166815","ENSG00000180346","Degradome sequencing","positive","","validated"
"9472","tarbase","MIMAT0000254","hsa-miR-10b-5p","GLIS1","148979","ENSG00000174332","Degradome sequencing","negative","","validated"
"9473","tarbase","MIMAT0000254","hsa-miR-10b-5p","RMI2","116028","ENSG00000175643","Degradome sequencing//Degradome sequencing","negative","","validated"
"9474","tarbase","MIMAT0000254","hsa-miR-10b-5p","SLC36A4","120103","ENSG00000180773","Degradome sequencing","positive","","validated"
"9475","tarbase","MIMAT0000254","hsa-miR-10b-5p","TEX29","121793","ENSG00000153495","Degradome sequencing//Degradome sequencing","positive","","validated"
"9476","tarbase","MIMAT0000254","hsa-miR-10b-5p","SPATA2L","124044","ENSG00000158792","Degradome sequencing","positive","","validated"
"9477","tarbase","MIMAT0000254","hsa-miR-10b-5p","SLC43A2","124935","ENSG00000167703","Degradome sequencing","positive","","validated"
"9478","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF684","127396","ENSG00000117010","Degradome sequencing","negative","","validated"
"9479","tarbase","MIMAT0000254","hsa-miR-10b-5p","DIS3L2","129563","ENSG00000144535","Degradome sequencing","positive","","validated"
"9480","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZSCAN29","146050","ENSG00000140265","Degradome sequencing","positive","","validated"
"9481","tarbase","MIMAT0000254","hsa-miR-10b-5p","TMEM199","147007","ENSG00000244045","Degradome sequencing","positive","","validated"
"9482","tarbase","MIMAT0000254","hsa-miR-10b-5p","SRFBP1","153443","ENSG00000151304","Degradome sequencing","positive","","validated"
"9483","tarbase","MIMAT0000254","hsa-miR-10b-5p","RNF168","165918","ENSG00000163961","Degradome sequencing","positive","","validated"
"9484","tarbase","MIMAT0000254","hsa-miR-10b-5p","MFSD8","256471","ENSG00000164073","Degradome sequencing","positive","","validated"
"9485","tarbase","MIMAT0000254","hsa-miR-10b-5p","NAGS","162417","ENSG00000161653","Degradome sequencing","positive","","validated"
"9486","tarbase","MIMAT0000254","hsa-miR-10b-5p","CBLB","868","ENSG00000114423","Degradome sequencing","positive","","validated"
"9487","tarbase","MIMAT0000254","hsa-miR-10b-5p","TCERG1L","256536","ENSG00000176769","Degradome sequencing","positive","","validated"
"9488","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZDHHC22","283576","ENSG00000177108","Degradome sequencing","negative","","validated"
"9489","tarbase","MIMAT0000254","hsa-miR-10b-5p","RILPL1","353116","ENSG00000188026","Degradome sequencing","positive","","validated"
"9490","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF616","90317","ENSG00000204611","Degradome sequencing","positive","","validated"
"9491","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF546","339327","ENSG00000187187","Degradome sequencing","positive","","validated"
"9492","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZBTB8OS","339487","ENSG00000176261","Degradome sequencing//Degradome sequencing","negative","","validated"
"9493","tarbase","MIMAT0000254","hsa-miR-10b-5p","SLC9B2","133308","ENSG00000164038","Degradome sequencing","positive","","validated"
"9494","tarbase","MIMAT0000254","hsa-miR-10b-5p","TMEM119","338773","ENSG00000183160","Degradome sequencing","positive","","validated"
"9495","tarbase","MIMAT0000254","hsa-miR-10b-5p","AASDH","132949","ENSG00000157426","Degradome sequencing","negative","","validated"
"9496","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF713","349075","ENSG00000178665","Degradome sequencing","negative","","validated"
"9497","tarbase","MIMAT0000254","hsa-miR-10b-5p","OSGIN1","29948","ENSG00000140961","Degradome sequencing","positive","","validated"
"9498","tarbase","MIMAT0000254","hsa-miR-10b-5p","CHCHD1","118487","ENSG00000172586","Degradome sequencing","negative","","validated"
"9499","tarbase","MIMAT0000254","hsa-miR-10b-5p","GTF2H5","404672","ENSG00000272047","Degradome sequencing","positive","","validated"
"9500","tarbase","MIMAT0000254","hsa-miR-10b-5p","C2CD4A","145741","ENSG00000198535","Degradome sequencing","positive","","validated"
"9501","tarbase","MIMAT0000254","hsa-miR-10b-5p","STEAP1B","256227","ENSG00000105889","Degradome sequencing","positive","","validated"
"9502","tarbase","MIMAT0000254","hsa-miR-10b-5p","HCFC1R1","54985","ENSG00000103145","Degradome sequencing","negative","","validated"
"9503","tarbase","MIMAT0000254","hsa-miR-10b-5p","RPS19","6223","ENSG00000105372","Degradome sequencing","positive","","validated"
"9504","tarbase","MIMAT0000254","hsa-miR-10b-5p","SPRED3","399473","ENSG00000188766","Degradome sequencing","positive","","validated"
"9505","tarbase","MIMAT0000254","hsa-miR-10b-5p","APOM","55937","ENSG00000204444","Degradome sequencing//Degradome sequencing","negative","","validated"
"9506","tarbase","MIMAT0000254","hsa-miR-10b-5p","BOD1L2","284257","ENSG00000228075","Degradome sequencing","negative","","validated"
"9507","tarbase","MIMAT0000254","hsa-miR-10b-5p","HSPB1","3315","ENSG00000106211","Degradome sequencing","positive","","validated"
"9508","tarbase","MIMAT0000254","hsa-miR-10b-5p","SPAG4","6676","ENSG00000061656","Degradome sequencing","negative","","validated"
"9509","tarbase","MIMAT0000254","hsa-miR-10b-5p","PPP1R15A","23645","ENSG00000087074","Degradome sequencing","positive","","validated"
"9510","tarbase","MIMAT0000254","hsa-miR-10b-5p","RNF25","64320","ENSG00000163481","Degradome sequencing","positive","","validated"
"9511","tarbase","MIMAT0000254","hsa-miR-10b-5p","ANKRD35","148741","ENSG00000198483","Degradome sequencing","negative","","validated"
"9512","tarbase","MIMAT0000254","hsa-miR-10b-5p","INO80E","283899","ENSG00000169592","Degradome sequencing","positive","","validated"
"9513","tarbase","MIMAT0000254","hsa-miR-10b-5p","LRRC23","10233","ENSG00000010626","Degradome sequencing","negative","","validated"
"9514","tarbase","MIMAT0000254","hsa-miR-10b-5p","ASAH2B","653308","ENSG00000204147","Degradome sequencing","positive","","validated"
"9515","tarbase","MIMAT0000254","hsa-miR-10b-5p","SNAPC2","6618","ENSG00000104976","Degradome sequencing","positive","","validated"
"9516","tarbase","MIMAT0000254","hsa-miR-10b-5p","GCHFR","2644","ENSG00000137880","Degradome sequencing","negative","","validated"
"9517","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZP1","22917","ENSG00000149506","Degradome sequencing","negative","","validated"
"9518","tarbase","MIMAT0000254","hsa-miR-10b-5p","GPR15","2838","ENSG00000154165","Degradome sequencing","negative","","validated"
"9519","tarbase","MIMAT0000254","hsa-miR-10b-5p","PPP1R35","221908","ENSG00000160813","Degradome sequencing","positive","","validated"
"9520","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF408","79797","ENSG00000175213","Degradome sequencing","positive","","validated"
"9521","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF836","162962","ENSG00000196267","Degradome sequencing","negative","","validated"
"9522","tarbase","MIMAT0000254","hsa-miR-10b-5p","MAP1S","55201","ENSG00000130479","Degradome sequencing","positive","","validated"
"9523","tarbase","MIMAT0000254","hsa-miR-10b-5p","MC5R","4161","ENSG00000176136","Degradome sequencing","positive","","validated"
"9524","tarbase","MIMAT0000254","hsa-miR-10b-5p","TSSC4","10078","ENSG00000184281","Degradome sequencing","positive","","validated"
"9525","tarbase","MIMAT0000254","hsa-miR-10b-5p","LRRD1","401387","ENSG00000240720","Degradome sequencing","positive","","validated"
"9526","tarbase","MIMAT0000254","hsa-miR-10b-5p","SURF2","6835","ENSG00000148291","Degradome sequencing","positive","","validated"
"9527","tarbase","MIMAT0000254","hsa-miR-10b-5p","MUTYH","4595","ENSG00000132781","Degradome sequencing","positive","","validated"
"9528","tarbase","MIMAT0000254","hsa-miR-10b-5p","HDHD3","81932","ENSG00000119431","Degradome sequencing","positive","","validated"
"9529","tarbase","MIMAT0000254","hsa-miR-10b-5p","C4orf47","441054","ENSG00000205129","Degradome sequencing","negative","","validated"
"9530","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF891","101060200","ENSG00000214029","Degradome sequencing","positive","","validated"
"9531","tarbase","MIMAT0000254","hsa-miR-10b-5p","CMTR1","23070","ENSG00000137200","Degradome sequencing","negative","","validated"
"9532","tarbase","MIMAT0000254","hsa-miR-10b-5p","SRD5A2","6716","ENSG00000277893","Degradome sequencing","positive","","validated"
"9533","tarbase","MIMAT0000254","hsa-miR-10b-5p","GSTT1","2952","ENSG00000277656","Degradome sequencing","negative","","validated"
"9534","tarbase","MIMAT0000254","hsa-miR-10b-5p","PRR32","100130613","ENSG00000183631","Degradome sequencing","negative","","validated"
"9535","tarbase","MIMAT0000254","hsa-miR-10b-5p","FCMR","9214","ENSG00000162894","Degradome sequencing","positive","","validated"
"9536","tarbase","MIMAT0000254","hsa-miR-10b-5p","NAXD","55739","ENSG00000213995","Degradome sequencing","positive","","validated"
"9537","tarbase","MIMAT0000254","hsa-miR-10b-5p","MRPL45","84311","ENSG00000278845","Degradome sequencing","negative","","validated"
"9538","tarbase","MIMAT0000254","hsa-miR-10b-5p","CCL4","6351","ENSG00000275302","Degradome sequencing","positive","","validated"
"9539","tarbase","MIMAT0000254","hsa-miR-10b-5p","PLPP2","8612","ENSG00000141934","Degradome sequencing","positive","","validated"
"9540","tarbase","MIMAT0000254","hsa-miR-10b-5p","SELENOF","9403","ENSG00000183291","Degradome sequencing","negative","","validated"
"9541","tarbase","MIMAT0000254","hsa-miR-10b-5p","CFAP44","55779","ENSG00000206530","Degradome sequencing","negative","","validated"
"9542","tarbase","MIMAT0000254","hsa-miR-10b-5p","TMEM35A","59353","ENSG00000126950","Degradome sequencing","negative","","validated"
"9543","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNF658","26149","ENSG00000274349","Degradome sequencing","positive","","validated"
"9544","tarbase","MIMAT0000254","hsa-miR-10b-5p","CIART","148523","ENSG00000159208","Degradome sequencing","positive","","validated"
"9545","tarbase","MIMAT0000254","hsa-miR-10b-5p","ADGRD1","283383","ENSG00000111452","Degradome sequencing","positive","","validated"
"9546","tarbase","MIMAT0000254","hsa-miR-10b-5p","LENG1","79165","ENSG00000275935","Degradome sequencing","positive","","validated"
"9547","tarbase","MIMAT0000254","hsa-miR-10b-5p","C17orf98","388381","ENSG00000275489","Degradome sequencing","negative","","validated"
"9548","tarbase","MIMAT0000254","hsa-miR-10b-5p","GCNA","93953","ENSG00000147174","Degradome sequencing","positive","","validated"
"9549","tarbase","MIMAT0000254","hsa-miR-10b-5p","PCLAF","9768","ENSG00000166803","Degradome sequencing","negative","","validated"
"9550","tarbase","MIMAT0000254","hsa-miR-10b-5p","MMUT","4594","ENSG00000146085","Degradome sequencing","negative","","validated"
"9551","tarbase","MIMAT0000254","hsa-miR-10b-5p","TUT4","23318","ENSG00000134744","Degradome sequencing","positive","","validated"
"9552","tarbase","MIMAT0000254","hsa-miR-10b-5p","GASK1B","51313","ENSG00000164125","Degradome sequencing//Degradome sequencing","positive","","validated"
"9553","tarbase","MIMAT0000254","hsa-miR-10b-5p","UFD1","7353","ENSG00000070010","Degradome sequencing","positive","","validated"
"9554","tarbase","MIMAT0000254","hsa-miR-10b-5p","INSYN2A","642938","ENSG00000188916","Degradome sequencing","positive","","validated"
"9555","tarbase","MIMAT0000254","hsa-miR-10b-5p","RTL8C","8933","ENSG00000134590","Degradome sequencing","negative","","validated"
"9556","tarbase","MIMAT0000254","hsa-miR-10b-5p","SHISAL1","85352","ENSG00000138944","Degradome sequencing","positive","","validated"
"9557","tarbase","MIMAT0000254","hsa-miR-10b-5p","GRAMD2B","65983","ENSG00000155324","Degradome sequencing","negative","","validated"
"9558","tarbase","MIMAT0000254","hsa-miR-10b-5p","TUT7","79670","ENSG00000083223","Degradome sequencing","positive","","validated"
"9559","tarbase","MIMAT0000254","hsa-miR-10b-5p","NAA80","24142","ENSG00000243477","Degradome sequencing","negative","","validated"
"9560","tarbase","MIMAT0000254","hsa-miR-10b-5p","RIPOR2","9750","ENSG00000111913","Degradome sequencing","positive","","validated"
"9561","tarbase","MIMAT0000254","hsa-miR-10b-5p","ZNRD2","10534","ENSG00000173465","Degradome sequencing","positive","","validated"
"9562","tarbase","MIMAT0000254","hsa-miR-10b-5p","CCN1","3491","ENSG00000142871","Degradome sequencing","positive","","validated"
"9563","tarbase","MIMAT0000254","hsa-miR-10b-5p","CCN3","4856","ENSG00000136999","Degradome sequencing","negative","","validated"
"9564","tarbase","MIMAT0000254","hsa-miR-10b-5p","EIPR1","7260","ENSG00000032389","Degradome sequencing","positive","","validated"
"9565","tarbase","MIMAT0000254","hsa-miR-10b-5p","CRACD","57482","ENSG00000109265","Degradome sequencing","positive","","validated"
"9566","tarbase","MIMAT0000254","hsa-miR-10b-5p","METTL27","155368","ENSG00000165171","Degradome sequencing","negative","","validated"
"9567","tarbase","MIMAT0000254","hsa-miR-10b-5p","NOTCH2NLA","388677","ENSG00000264343","Degradome sequencing","positive","","validated"
"9568","tarbase","MIMAT0000254","hsa-miR-10b-5p","H1-2","3006","ENSG00000187837","Degradome sequencing","positive","","validated"
"9569","tarbase","MIMAT0000254","hsa-miR-10b-5p","H2AC16","8332","ENSG00000276903","Degradome sequencing","positive","","validated"
"9570","tarbase","MIMAT0000254","hsa-miR-10b-5p","H2AC6","8334","ENSG00000180573","Degradome sequencing//Degradome sequencing","positive","","validated"
"9571","tarbase","MIMAT0000254","hsa-miR-10b-5p","H4C5","8367","ENSG00000276966","Degradome sequencing","positive","","validated"
"9572","tarbase","MIMAT0000254","hsa-miR-10b-5p","H2AW","92815","ENSG00000181218","Degradome sequencing","positive","","validated"
"9573","tarbase","MIMAT0000254","hsa-miR-10b-5p","EFCAB10","100130771","ENSG00000185055","Degradome sequencing","positive","","validated"
"9574","tarbase","MIMAT0000254","hsa-miR-10b-5p","DSCR8","","ENSG00000198054","Degradome sequencing","negative","","validated"
"9575","tarbase","MIMAT0000254","hsa-miR-10b-5p","MSC-AS1","","ENSG00000235531","Degradome sequencing","positive","","validated"
"9576","tarbase","MIMAT0000254","hsa-miR-10b-5p","BAALC-AS2","","ENSG00000236939","Degradome sequencing","negative","","validated"
"9577","tarbase","MIMAT0000254","hsa-miR-10b-5p","AC008393.1","","ENSG00000245317","Degradome sequencing","negative","","validated"
"9578","tarbase","MIMAT0000254","hsa-miR-10b-5p","EEF1E1-BLOC1S5","","ENSG00000265818","Degradome sequencing","positive","","validated"
"9579","tarbase","MIMAT0000254","hsa-miR-10b-5p","NKAIN3-IT1","","ENSG00000274956","Degradome sequencing","negative","","validated"
"9580","tarbase","MIMAT0000259","hsa-miR-182-5p","G6PD","2539","ENSG00000160211","Degradome sequencing","positive","","validated"
"9581","tarbase","MIMAT0000259","hsa-miR-182-5p","TCL1A","8115","ENSG00000100721","Degradome sequencing","positive","","validated"
"9582","tarbase","MIMAT0000259","hsa-miR-182-5p","ACAA2","10449","ENSG00000167315","Degradome sequencing","positive","","validated"
"9583","tarbase","MIMAT0000259","hsa-miR-182-5p","UST","10090","ENSG00000111962","Degradome sequencing","positive","","validated"
"9584","tarbase","MIMAT0000259","hsa-miR-182-5p","RNF138","51444","ENSG00000134758","Degradome sequencing","positive","","validated"
"9585","tarbase","MIMAT0000259","hsa-miR-182-5p","LZTFL1","54585","ENSG00000163818","Degradome sequencing","positive","","validated"
"9586","tarbase","MIMAT0000259","hsa-miR-182-5p","OAT","4942","ENSG00000065154","Degradome sequencing","positive","","validated"
"9587","tarbase","MIMAT0000259","hsa-miR-182-5p","TSPAN4","7106","ENSG00000214063","Degradome sequencing","positive","","validated"
"9588","tarbase","MIMAT0000259","hsa-miR-182-5p","DFFB","1677","ENSG00000169598","Degradome sequencing","negative","","validated"
"9589","tarbase","MIMAT0000259","hsa-miR-182-5p","CPNE3","8895","ENSG00000085719","Degradome sequencing","negative","","validated"
"9590","tarbase","MIMAT0000259","hsa-miR-182-5p","TOM1L1","10040","ENSG00000141198","Degradome sequencing","positive","","validated"
"9591","tarbase","MIMAT0000259","hsa-miR-182-5p","GMCL1","64395","ENSG00000087338","Degradome sequencing","negative","","validated"
"9592","tarbase","MIMAT0000259","hsa-miR-182-5p","HTR1B","3351","ENSG00000135312","Degradome sequencing","positive","","validated"
"9593","tarbase","MIMAT0000259","hsa-miR-182-5p","VSNL1","7447","ENSG00000163032","Degradome sequencing","negative","","validated"
"9594","tarbase","MIMAT0000259","hsa-miR-182-5p","VCAM1","7412","ENSG00000162692","Degradome sequencing","negative","","validated"
"9595","tarbase","MIMAT0000259","hsa-miR-182-5p","RERE","473","ENSG00000142599","Degradome sequencing","positive","","validated"
"9596","tarbase","MIMAT0000259","hsa-miR-182-5p","MITF","4286","ENSG00000187098","Degradome sequencing//Degradome sequencing","positive","","validated"
"9597","tarbase","MIMAT0000259","hsa-miR-182-5p","ARFIP1","27236","ENSG00000164144","Degradome sequencing","negative","","validated"
"9598","tarbase","MIMAT0000259","hsa-miR-182-5p","SLC22A5","6584","ENSG00000197375","Degradome sequencing","positive","","validated"
"9599","tarbase","MIMAT0000259","hsa-miR-182-5p","CYB5R4","51167","ENSG00000065615","Degradome sequencing","positive","","validated"
"9600","tarbase","MIMAT0000259","hsa-miR-182-5p","KLHL12","59349","ENSG00000117153","Degradome sequencing","positive","","validated"
"9601","tarbase","MIMAT0000259","hsa-miR-182-5p","CEP63","80254","ENSG00000182923","Degradome sequencing","negative","","validated"
"9602","tarbase","MIMAT0000259","hsa-miR-182-5p","PDCD6IP","10015","ENSG00000170248","Degradome sequencing","positive","","validated"
"9603","tarbase","MIMAT0000259","hsa-miR-182-5p","TIA1","7072","ENSG00000116001","Degradome sequencing","negative","","validated"
"9604","tarbase","MIMAT0000259","hsa-miR-182-5p","CYP1A1","1543","ENSG00000140465","Degradome sequencing","positive","","validated"
"9605","tarbase","MIMAT0000259","hsa-miR-182-5p","PTPRO","5800","ENSG00000151490","Degradome sequencing","negative","","validated"
"9606","tarbase","MIMAT0000259","hsa-miR-182-5p","TFF1","7031","ENSG00000160182","Degradome sequencing","positive","","validated"
"9607","tarbase","MIMAT0000259","hsa-miR-182-5p","TP53BP2","7159","ENSG00000143514","Degradome sequencing","negative","","validated"
"9608","tarbase","MIMAT0000259","hsa-miR-182-5p","MMP16","4325","ENSG00000156103","Degradome sequencing","negative","","validated"
"9609","tarbase","MIMAT0000259","hsa-miR-182-5p","CDH11","1009","ENSG00000140937","Degradome sequencing","negative","","validated"
"9610","tarbase","MIMAT0000259","hsa-miR-182-5p","SHC1","6464","ENSG00000160691","Degradome sequencing//Degradome sequencing","positive","","validated"
"9611","tarbase","MIMAT0000259","hsa-miR-182-5p","EFNB1","1947","ENSG00000090776","Degradome sequencing","positive","","validated"
"9612","tarbase","MIMAT0000259","hsa-miR-182-5p","METTL7A","25840","ENSG00000185432","Degradome sequencing","negative","","validated"
"9613","tarbase","MIMAT0000259","hsa-miR-182-5p","MCPH1","79648","ENSG00000147316","Degradome sequencing","negative","","validated"
"9614","tarbase","MIMAT0000259","hsa-miR-182-5p","KLF15","28999","ENSG00000163884","Degradome sequencing//Degradome sequencing","positive","","validated"
"9615","tarbase","MIMAT0000259","hsa-miR-182-5p","CCDC25","55246","ENSG00000147419","Degradome sequencing","negative","","validated"
"9616","tarbase","MIMAT0000259","hsa-miR-182-5p","PDS5A","23244","ENSG00000121892","Degradome sequencing//Degradome sequencing","positive","","validated"
"9617","tarbase","MIMAT0000259","hsa-miR-182-5p","AQP5","362","ENSG00000161798","Degradome sequencing","positive","","validated"
"9618","tarbase","MIMAT0000259","hsa-miR-182-5p","KRT5","3852","ENSG00000186081","Degradome sequencing","positive","","validated"
"9619","tarbase","MIMAT0000259","hsa-miR-182-5p","NUMBL","9253","ENSG00000105245","Degradome sequencing","positive","","validated"
"9620","tarbase","MIMAT0000259","hsa-miR-182-5p","ING1","3621","ENSG00000153487","Degradome sequencing","positive","","validated"
"9621","tarbase","MIMAT0000259","hsa-miR-182-5p","NDRG3","57446","ENSG00000101079","Degradome sequencing","positive","","validated"
"9622","tarbase","MIMAT0000259","hsa-miR-182-5p","SERPINA3","12","ENSG00000196136","Degradome sequencing","negative","","validated"
"9623","tarbase","MIMAT0000259","hsa-miR-182-5p","ADARB1","104","ENSG00000197381","Degradome sequencing","positive","","validated"
"9624","tarbase","MIMAT0000259","hsa-miR-182-5p","ANXA5","308","ENSG00000164111","Degradome sequencing","positive","","validated"
"9625","tarbase","MIMAT0000259","hsa-miR-182-5p","APOH","350","ENSG00000091583","Degradome sequencing","positive","","validated"
"9626","tarbase","MIMAT0000259","hsa-miR-182-5p","ARSF","416","ENSG00000062096","Degradome sequencing","positive","","validated"
"9627","tarbase","MIMAT0000259","hsa-miR-182-5p","BCKDHB","594","ENSG00000083123","Degradome sequencing","positive","","validated"
"9628","tarbase","MIMAT0000259","hsa-miR-182-5p","BIK","638","ENSG00000100290","Degradome sequencing","positive","","validated"
"9629","tarbase","MIMAT0000259","hsa-miR-182-5p","BMPR1A","657","ENSG00000107779","Degradome sequencing","negative","","validated"
"9630","tarbase","MIMAT0000259","hsa-miR-182-5p","C1QA","712","ENSG00000173372","Degradome sequencing","positive","","validated"
"9631","tarbase","MIMAT0000259","hsa-miR-182-5p","CA1","759","ENSG00000133742","Degradome sequencing","positive","","validated"
"9632","tarbase","MIMAT0000259","hsa-miR-182-5p","CAPZB","832","ENSG00000077549","Degradome sequencing","positive","","validated"
"9633","tarbase","MIMAT0000259","hsa-miR-182-5p","CASQ2","845","ENSG00000118729","Degradome sequencing","positive","","validated"
"9634","tarbase","MIMAT0000259","hsa-miR-182-5p","CD33","945","ENSG00000105383","Degradome sequencing","positive","","validated"
"9635","tarbase","MIMAT0000259","hsa-miR-182-5p","CDH12","1010","ENSG00000154162","Degradome sequencing","negative","","validated"
"9636","tarbase","MIMAT0000259","hsa-miR-182-5p","CDH13","1012","ENSG00000140945","Degradome sequencing","positive","","validated"
"9637","tarbase","MIMAT0000259","hsa-miR-182-5p","CETN1","1068","ENSG00000177143","Degradome sequencing","positive","","validated"
"9638","tarbase","MIMAT0000259","hsa-miR-182-5p","TBCB","1155","ENSG00000105254","Degradome sequencing","positive","","validated"
"9639","tarbase","MIMAT0000259","hsa-miR-182-5p","HAPLN1","1404","ENSG00000145681","Degradome sequencing","negative","","validated"
"9640","tarbase","MIMAT0000259","hsa-miR-182-5p","NKX2-5","1482","ENSG00000183072","Degradome sequencing","positive","","validated"
"9641","tarbase","MIMAT0000259","hsa-miR-182-5p","CYB561","1534","ENSG00000008283","Degradome sequencing//Degradome sequencing","positive","","validated"
"9642","tarbase","MIMAT0000259","hsa-miR-182-5p","CYP2J2","1573","ENSG00000134716","Degradome sequencing","positive","","validated"
"9643","tarbase","MIMAT0000259","hsa-miR-182-5p","CYP26A1","1592","ENSG00000095596","Degradome sequencing","positive","","validated"
"9644","tarbase","MIMAT0000259","hsa-miR-182-5p","MEGF8","1954","ENSG00000105429","Degradome sequencing","negative","","validated"
"9645","tarbase","MIMAT0000259","hsa-miR-182-5p","ESRRB","2103","ENSG00000119715","Degradome sequencing","positive","","validated"
"9646","tarbase","MIMAT0000259","hsa-miR-182-5p","F2","2147","ENSG00000180210","Degradome sequencing","positive","","validated"
"9647","tarbase","MIMAT0000259","hsa-miR-182-5p","FANCE","2178","ENSG00000112039","Degradome sequencing","positive","","validated"
"9648","tarbase","MIMAT0000259","hsa-miR-182-5p","FGG","2266","ENSG00000171557","Degradome sequencing","positive","","validated"
"9649","tarbase","MIMAT0000259","hsa-miR-182-5p","GABPA","2551","ENSG00000154727","Degradome sequencing","positive","","validated"
"9650","tarbase","MIMAT0000259","hsa-miR-182-5p","GABPB1","2553","ENSG00000104064","Degradome sequencing","positive","","validated"
"9651","tarbase","MIMAT0000259","hsa-miR-182-5p","GGT5","2687","ENSG00000099998","Degradome sequencing","positive","","validated"
"9652","tarbase","MIMAT0000259","hsa-miR-182-5p","GJB1","2705","ENSG00000169562","Degradome sequencing","positive","","validated"
"9653","tarbase","MIMAT0000259","hsa-miR-182-5p","GLE1","2733","ENSG00000119392","Degradome sequencing//Degradome sequencing","positive","","validated"
"9654","tarbase","MIMAT0000259","hsa-miR-182-5p","GPI","2821","ENSG00000105220","Degradome sequencing","positive","","validated"
"9655","tarbase","MIMAT0000259","hsa-miR-182-5p","GPM6B","2824","ENSG00000046653","Degradome sequencing","negative","","validated"
"9656","tarbase","MIMAT0000259","hsa-miR-182-5p","GRB7","2886","ENSG00000141738","Degradome sequencing","positive","","validated"
"9657","tarbase","MIMAT0000259","hsa-miR-182-5p","GUCA2B","2981","ENSG00000044012","Degradome sequencing","positive","","validated"
