"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904923","GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization","13/14183","15/18870",0.2403768037613,0.338695859025153,0.182764354792038,"10075/9927/54832/11140/7416/65018/93974/3099/10133/2629/27429/54543/10013",13
"GO:1904936","GO:1904936","interneuron migration","13/14183","15/18870",0.2403768037613,0.338695859025153,0.182764354792038,"5048/120114/5649/7026/7080/1813/6656/1233/55079/2128/1812/170302/6900",13
"GO:2000402","GO:2000402","negative regulation of lymphocyte migration","13/14183","15/18870",0.2403768037613,0.338695859025153,0.182764354792038,"8976/131450/375056/6347/257144/84830/207/23143/9466/4345/9750/347/11240",13
"GO:2000479","GO:2000479","regulation of cAMP-dependent protein kinase activity","13/14183","15/18870",0.2403768037613,0.338695859025153,0.182764354792038,"5576/3064/9693/154/23411/493/5573/5569/5577/11142/5570/5575/4485",13
"GO:2001138","GO:2001138","regulation of phospholipid transport","13/14183","15/18870",0.2403768037613,0.338695859025153,0.182764354792038,"5580/27166/55754/10396/51499/21/335/1622/10347/348/118471/51761/1071",13
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum","41/14183","51/18870",0.245451647871497,0.342304954535752,0.184711866091042,"6726/11231/25782/51542/60559/6727/9697/29927/6734/7917/9695/6729/6728/6747/7095/23471/54557/3309/9709/58477/22930/23480/55176/8266/4121/10952/6731/90637/439/29082/6449/6730/10890/128866/130617/133022/6262/51608/2740/9789/28972",41
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","304/14183","396/18870",0.247065509967063,0.342304954535752,0.184711866091042,"27327/55054/57472/7832/27244/10642/131405/8660/2773/8754/94241/7538/4076/2308/29110/9513/677/3064/3192/3297/3643/4292/4850/5562/5563/6885/8408/8570/8767/9821/10140/10492/10769/22954/23367/23530/25782/51100/55571/56478/56829/79837/83667/92140/143686/148022/167227/201163/201292/201626/219771/219988/255967/389421/401548/154/54542/10524/23053/23019/51322/55062/55095/115024/94103/253943/220441/340061/3091/27161/6622/1612/3184/4343/7812/7957/9698/10346/23112/23677/26986/10658/26086/5580/54915/124245/149041/9125/678/79443/23411/2926/5286/10605/11315/23369/55187/57535/57690/64112/170506/258010/4848/20/246175/25819/2475/3569/5291/6093/22849/51429/8723/255738/351/472/373/2932/3162/3553/5663/5770/8087/8850/8878/9531/22894/81603/117854/203228/8671/60592/9517/26291/57721/64798/56339/345611/64282/11044/342931/3667/5587/51099/9475/405/5073/6794/26058/56963/85456/112574/399664/23130/195827/29883/55128/87178/5465/581/208/665/7124/9337/10236/10645/11152/22926/23404/51441/151636/291/5127/64223/3456/5976/6737/7416/572/29072/2931/65018/85363/1797/55802/8396/4898/5027/2309/26137/101/664/7405/29763/51375/64127/79899/120892/221662/221955/7291/340146/56915/129563/23318/79670/4904/5049/5436/10206/22930/23376/23435/25793/25904/26330/3479/7249/5393/13/9924/1660/1634/4849/339221/60673/10247/8678/152503/8131/150/1374/7805/10241/10475/11043/80149/7133/26353/10133/11340/28960/83737/5899/9706/10558/340152/84219/3791/9528/11040/53373/154197/51010/440503/91875/3630/57521/10043/215/1263/2021/5305/5595/6829/6832/9567/10641/27257/57104/140775/348/5261/90678/79068/292/23016/196513/5045/283131/340719/3146/3356/55626/2168/9681/339345/10738/84069/51085/337/54106/23034/9776/207063/10868/2819/55072/79066/7942/10715/197135/2822/10392",304
"GO:0001731","GO:0001731","formation of translation preinitiation complex","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1968/1983/28985/8562/23521/54505/8894/255308/1939",9
"GO:0001886","GO:0001886","endothelial cell morphogenesis","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4233/57493/25932/26084/3209/6781/8985/85301/80781",9
"GO:0003418","GO:0003418","growth plate cartilage chondrocyte differentiation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7048/1386/25987/6662/57560/5916/85301/309/4880",9
"GO:0006104","GO:0006104","succinyl-CoA metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"8803/390916/4967/122970/4594/8801/1743/8802/254552",9
"GO:0006171","GO:0006171","cAMP biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"115/112/107/114/113/109/196883/108/111",9
"GO:0006228","GO:0006228","UTP biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4833/10201/790/29922/4830/8382/4832/4831/347736",9
"GO:0006547","GO:0006547","histidine metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"441024/138199/144193/10841/57571/4522/3034/3176/3067",9
"GO:0006560","GO:0006560","proline metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"29920/5831/5832/4942/58510/65263/5625/8659/122945",9
"GO:0006646","GO:0006646","phosphatidylethanolamine biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"55224/55500/1119/23761/1120/85465/5833/10390/376497",9
"GO:0006655","GO:0006655","phosphatidylglycerol biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"9489/57678/8760/6901/54675/114971/57048/376497/132001",9
"GO:0006868","GO:0006868","glutamine transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6509/54407/6510/81539/153129/145389/55238/10991/92745",9
"GO:0008300","GO:0008300","isoprenoid catabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"57016/79644/403313/8644/1592/53630/56603/83875/54905",9
"GO:0009155","GO:0009155","purine deoxyribonucleotide catabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"9615/4860/55270/100/30833/25939/131870/84618/7498",9
"GO:0009170","GO:0009170","purine deoxyribonucleoside monophosphate metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"22978/9615/4860/132/100/1633/30833/84618/7498",9
"GO:0010572","GO:0010572","positive regulation of platelet activation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7099/2316/5321/2811/3717/2812/2815/6403/5341",9
"GO:0010918","GO:0010918","positive regulation of mitochondrial membrane potential","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23530/7415/207/55669/208/1497/572/8115/637",9
"GO:0014820","GO:0014820","tonic smooth muscle contraction","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1906/952/1907/583/8195/4638/3356/6338/1909",9
"GO:0014866","GO:0014866","skeletal myofibril assembly","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5339/8837/70/81569/5629/58/7273/4629/8557",9
"GO:0015820","GO:0015820","leucine transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23428/9057/6520/8140/9056/124935/8501/3993/55117",9
"GO:0015886","GO:0015886","heme transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10057/10424/10058/28982/3263/22/55652/113235/55640",9
"GO:0015911","GO:0015911","long-chain fatty acid import across plasma membrane","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7057/8660/6513/2180/207/208/51703/376497/948",9
"GO:0018195","GO:0018195","peptidyl-arginine modification","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"55471/10419/11315/55170/3276/54496/79133/63978/200185",9
"GO:0018242","GO:0018242","protein O-linked glycosylation via serine","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"2589/2590/146664/57452/143888/8693/56983/79070/2591",9
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5111/1676/5580/23411/207/6188/4869/3146/3001",9
"GO:0032329","GO:0032329","serine transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6509/10955/54407/256987/6510/94081/81855/118980/92745",9
"GO:0032819","GO:0032819","positive regulation of natural killer cell proliferation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"51561/3133/6777/3600/3593/3717/3606/7297/2214",9
"GO:0033085","GO:0033085","negative regulation of T cell differentiation in thymus","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"652/2064/339390/84524/5771/23240/6469/5897/3549",9
"GO:0033210","GO:0033210","leptin-mediated signaling pathway","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6774/23411/3953/7357/51094/583/4504/585/8195",9
"GO:0033314","GO:0033314","mitotic DNA replication checkpoint signaling","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"90381/8883/11073/91603/63967/990/5884/3364/4998",9
"GO:0034356","GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"55739/54956/4837/10135/83594/83666/84875/160728/5740",9
"GO:0034651","GO:0034651","cortisol biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5978/650/9563/1585/27122/653/8912/1609/54361",9
"GO:0035066","GO:0035066","positive regulation of histone acetylation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23451/9031/8467/10891/7913/9188/672/26053/10514",9
"GO:0035646","GO:0035646","endosome to melanosome transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"8907/26258/84079/23682/164/967/8943/63915/10981",9
"GO:0035871","GO:0035871","protein K11-linked deubiquitination","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23252/55432/56957/7128/57695/80124/84749/161725/78990",9
"GO:0042135","GO:0042135","neurotransmitter catabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7915/145270/1312/4128/4129/18/590/3176/43",9
"GO:0042368","GO:0042368","vitamin D biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6591/120227/4790/6615/2672/7124/1593/1594/1576",9
"GO:0042711","GO:0042711","maternal behavior","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"2908/8932/5021/1621/551/4861/552/1620/1812",9
"GO:0042756","GO:0042756","drinking behavior","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"59272/1813/7349/3351/4326/5972/8862/2019/123041",9
"GO:0042797","GO:0042797","tRNA transcription by RNA polymerase III","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"661/2976/9329/9330/2975/112495/9328/55718/5441",9
"GO:0043353","GO:0043353","enucleate erythrocyte differentiation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5925/6670/3398/5469/1054/10296/1777/222642/4151",9
"GO:0043485","GO:0043485","endosome to pigment granule transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"8907/26258/84079/23682/164/967/8943/63915/10981",9
"GO:0044650","GO:0044650","adhesion of symbiont to host cell","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"59272/30835/3326/5819/3383/1803/2621/3625/131578",9
"GO:0048664","GO:0048664","neuron fate determination","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1499/5396/10660/998/5629/2290/4821/7471/55079",9
"GO:0048672","GO:0048672","positive regulation of collateral sprouting","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"9798/10507/627/23566/4803/1946/1382/89780/8153",9
"GO:0048757","GO:0048757","pigment granule maturation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"8907/26258/84079/23682/164/967/8943/63915/10981",9
"GO:0051643","GO:0051643","endoplasmic reticulum localization","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"9218/23344/81488/9217/196996/84327/79816/100820829/57488",9
"GO:0055015","GO:0055015","ventricular cardiac muscle cell development","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4000/4205/983/1482/9474/27302/5629/2274/23493",9
"GO:0060346","GO:0060346","bone trabecula formation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1277/2201/133522/4313/26585/4488/7480/6422/7059",9
"GO:0061299","GO:0061299","retina vasculature morphogenesis in camera-type eye","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1282/8829/25932/1545/284217/4041/8322/57381/4693",9
"GO:0070391","GO:0070391","response to lipoteichoic acid","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7099/8767/1432/929/5970/54209/7097/948/3929",9
"GO:0070432","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"121260/7099/7128/3304/3303/26191/55914/55577/51296",9
"GO:0070562","GO:0070562","regulation of vitamin D receptor signaling pathway","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6591/5469/22938/8805/4330/7421/1594/25959/6256",9
"GO:0070862","GO:0070862","negative regulation of protein exit from endoplasmic reticulum","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"51465/55432/10956/7327/3638/258010/51009/337867/27248",9
"GO:0071223","GO:0071223","cellular response to lipoteichoic acid","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7099/8767/1432/929/5970/54209/7097/948/3929",9
"GO:0071421","GO:0071421","manganese ion transmembrane transport","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"55858/7226/23516/64116/27032/4891/9914/55532/57130",9
"GO:0071803","GO:0071803","positive regulation of podosome assembly","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"387/4478/6624/1437/5601/7124/3936/6714/7984",9
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4609/1958/7490/5159/6772/5727/655/6469/130497",9
"GO:0090184","GO:0090184","positive regulation of kidney development","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4609/5530/9241/6662/2297/5979/30812/54361/5076",9
"GO:0097050","GO:0097050","type B pancreatic cell apoptotic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6934/3569/1965/6431/831/4760/7466/6262/11132",9
"GO:0097090","GO:0097090","presynaptic membrane organization","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5789/57555/5728/57502/22871/11141/54413/6900/22829",9
"GO:0097104","GO:0097104","postsynaptic membrane assembly","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1000/9378/2048/57555/9379/57502/22871/54413/22829",9
"GO:0098779","GO:0098779","positive regulation of mitophagy in response to mitochondrial depolarization","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10075/9927/54832/11140/7416/65018/10133/54543/10013",9
"GO:0098917","GO:0098917","retrograde trans-synaptic signaling","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23236/2982/2171/1605/10160/57406/1268/6860/747",9
"GO:0098953","GO:0098953","receptor diffusion trapping","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10243/59283/3690/27091/59284/1742/10369/27092/10368",9
"GO:0098970","GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10243/59283/3690/27091/59284/1742/10369/27092/10368",9
"GO:0099628","GO:0099628","neurotransmitter receptor diffusion trapping","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10243/59283/3690/27091/59284/1742/10369/27092/10368",9
"GO:0150172","GO:0150172","regulation of phosphatidylcholine metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"3949/2181/949/23682/824/21/79888/341/84879",9
"GO:1900246","GO:1900246","positive regulation of RIG-I signaling pathway","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"85364/9698/9958/23369/26057/8638/55601/79132/89870",9
"GO:1900543","GO:1900543","negative regulation of purine nucleotide metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7157/142/201163/343035/55022/706/283120/51024/229",9
"GO:1901388","GO:1901388","regulation of transforming growth factor beta activation","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"2627/3685/2615/3326/3696/101/4052/183/7148",9
"GO:1901838","GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"6598/4141/4691/6597/25926/64768/2475/11137/55011",9
"GO:1901856","GO:1901856","negative regulation of cellular respiration","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"387/10105/201163/6622/29103/7124/10131/89/51085",9
"GO:1902224","GO:1902224","ketone body metabolic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5019/7306/38/3155/3158/65985/64064/54511/79611",9
"GO:1902513","GO:1902513","regulation of organelle transport along microtubule","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"4204/4133/6794/3916/118426/4744/9001/9638/80128",9
"GO:1902645","GO:1902645","tertiary alcohol biosynthetic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5978/650/9563/1585/27122/653/8912/1609/54361",9
"GO:1903044","GO:1903044","protein localization to membrane raft","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10858/23180/91663/481/857/2319/100133941/51201/51308",9
"GO:1903596","GO:1903596","regulation of gap junction assembly","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"26047/187/59272/84525/3553/857/79191/6910/183",9
"GO:1903799","GO:1903799","negative regulation of miRNA processing","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"7157/389421/6774/4204/3569/144233/10269/84872/79727",9
"GO:1903943","GO:1903943","regulation of hepatocyte apoptotic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"5925/6789/3480/5562/5563/8837/103/5465/283120",9
"GO:1904179","GO:1904179","positive regulation of adipose tissue development","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10499/5562/23411/6653/4023/5468/8648/9971/54795",9
"GO:1905214","GO:1905214","regulation of RNA binding","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"1981/64710/8664/2332/3646/4686/8487/8663/55323",9
"GO:1905245","GO:1905245","regulation of aspartic-type peptidase activity","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"2043/4067/1942/6653/8301/9475/2896/1944/274",9
"GO:1990700","GO:1990700","nucleolar chromatin organization","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"23133/8467/11176/23411/57673/23378/6839/22933/5253",9
"GO:2000048","GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"9647/7422/4855/28984/4851/4072/654/340533/10459",9
"GO:2000271","GO:2000271","positive regulation of fibroblast apoptotic process","9/14183","10/18870",0.247611147090823,0.342304954535752,0.184711866091042,"10018/56981/9263/9262/8626/26471/694/6422/637",9
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","51/14183","64/18870",0.247829118707984,0.342531982981128,0.184834373367801,"596/5925/1027/10413/3480/5562/5563/6934/4780/7128/79155/673/8837/5054/3690/2625/6431/7110/9037/9464/284/26291/5598/103/5465/25/3383/5170/7015/7857/10298/26471/79625/4864/1482/2266/889/2621/831/10266/685/3791/4192/4760/7466/51129/2624/5275/2244/2243/7010",51
"GO:0002526","GO:0002526","acute inflammatory response","84/14183","107/18870",0.248147568104748,0.342829509611388,0.184994922312123,"1051/3570/5743/2335/7037/8792/27102/55870/1773/2683/196527/3572/1236/11315/3569/445/9180/3553/3700/6288/3818/3240/6289/241/7292/8876/6291/2152/3552/3988/5547/5294/7124/26471/3133/55829/56998/101/718/9536/1910/53833/145741/12/2147/325/23780/5359/59307/2213/6693/5265/5005/5004/2131/2161/54658/3630/2/90/133396/5345/1268/25807/7784/8600/11280/2056/2950/134/84699/3077/197/2867/5008/1991/2529/171389/3929/114548/5068/3579/2214/130120",84
"GO:0015918","GO:0015918","sterol transport","110/14183","141/18870",0.248151973613264,0.342829509611388,0.184994922312123,"6646/3949/4035/10802/27183/51542/55207/9066/134429/23673/4792/7376/55004/114885/10948/25987/23411/4790/302/949/4040/9218/158219/20/29881/54762/255738/6342/9525/23461/64137/80208/114883/116150/9217/57476/80820/83930/857/19/21/3988/51474/57655/29801/5468/5007/10162/114876/10577/374887/114882/738/1066/4864/84947/5727/55937/1582/5444/26031/222642/2874/54209/339221/335/336/9619/1056/1080/8399/26154/10062/114879/9388/57614/341/6721/114881/26119/3990/5305/8435/10347/23762/55275/64241/114884/348/338/706/1645/9885/64801/5045/219931/154664/1191/3931/5360/6469/10351/337/345/948/80765/1950/6256/114880/1071",110
"GO:0031348","GO:0031348","negative regulation of defense response","247/14183","321/18870",0.249578876476025,0.344726090113071,0.186018339937302,"196/115004/5925/9655/7538/9212/3949/5591/142/384/708/1398/2840/5272/6095/6773/9258/9975/10769/22978/29979/55666/55870/79102/84640/90355/201292/6397/5777/8780/4277/3312/84243/131450/253943/1432/6774/1452/7128/7376/23609/80762/4067/5580/9958/4790/7525/5094/6850/7534/1139/2137/2534/2625/4907/4938/5537/6288/6647/8087/8870/9111/26191/58985/64116/23208/1813/2294/6318/56339/345611/2852/55914/338382/90268/284467/207/5598/103/100507436/405/1588/4088/4598/26058/140885/5335/10875/29883/5802/145581/64771/2000/5465/55872/5468/9314/383/2150/7105/10162/10906/23170/28964/51441/54941/55737/79651/284207/5495/6737/3133/7301/7130/80772/55829/100/1540/9572/11221/55646/64127/4345/5682/53833/81559/6223/7353/4856/22900/80254/3428/3670/25827/3479/5467/3055/3587/325/2874/9474/54209/58189/335/2853/2896/3105/9470/9021/3605/8399/9140/9636/10475/11274/79671/5624/5734/2213/27293/6693/7133/23005/3593/409/79132/10062/6714/6895/338557/83737/3586/3965/11005/25939/27342/634/26146/4940/55061/84166/4192/240/9971/5692/3106/79626/3630/7040/2/22933/54625/60343/2876/348/2629/8815/80263/5771/6376/2671/55527/63906/84885/57817/11277/81858/730249/5045/11213/64838/2950/10859/3821/134/5788/3135/23547/89790/90865/114899/7132/3805/54/313/3848/11074/56833/116379/147945/8530/1991/171389/388581/10225/3082/23220/114548/284340/58509/5068/710/23151/613/7010/5740/3134",247
"GO:0032941","GO:0032941","secretion by tissue","34/14183","42/18870",0.250158863331918,0.345452315496059,0.186410219879198,"1128/1314/27347/1952/7376/5581/65125/5530/1131/3783/5029/144165/2355/8673/100/6690/10758/362/9474/1056/10062/55107/1535/358/134/2255/6338/497189/57835/171389/6779/10551/3360/65266",34
"GO:0002070","GO:0002070","epithelial cell maturation","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"1026/3169/5991/10220/3091/3202/10116/7298/7855/1050/2034/4825/84283/137964/3791/5241/231/2624/10481/29842",20
"GO:0003071","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"387/2013/8529/185/2150/1910/5800/5155/2621/66002/1585/5125/56670/10391/5345/2149/183/134/5972/81285",20
"GO:0003081","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"387/8509/59272/6196/10159/185/2150/1910/5125/56670/1522/5345/2149/1359/2028/183/5972/1511/27035/81285",20
"GO:0003091","GO:0003091","renal water homeostasis","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"112/11215/4302/8529/3037/5567/51763/361/1497/4645/360/8692/66002/1585/5566/7466/358/231/359/525",20
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"2079/60489/200895/7083/1806/1841/9582/81602/27350/7378/51251/7084/57379/339/151531/978/54963/200316/140564/1890",20
"GO:0006925","GO:0006925","inflammatory cell apoptotic process","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"4208/1029/5293/23411/23657/3569/5291/10269/80301/3707/6480/55829/301/64127/338442/3665/1514/3661/1234/3579",20
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"2651/91663/65125/960/3553/3932/8631/5598/9314/7124/2266/10211/335/4680/3586/655/4155/3557/2244/2243",20
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"10499/55252/81/171023/5469/23411/2171/650/55885/5468/7291/8648/10370/247/2874/5165/440503/84498/6256/5740",20
"GO:0042438","GO:0042438","melanin biosynthetic process","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"7474/9693/9839/23657/23682/7306/4157/23596/4435/26060/7220/1497/10755/4948/538/1001/434/6490/51151/126321",20
"GO:0045736","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"1026/1027/324/9113/10527/4221/1029/3843/26524/1050/7023/7026/10614/93649/5347/5728/1028/124790/3087/51654",20
"GO:0051957","GO:0051957","positive regulation of amino acid transport","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"23204/2550/3688/59272/5663/6558/8140/81539/18/6812/57393/5027/22930/84062/10991/6529/8564/6860/551/552",20
"GO:0060143","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"30846/8754/1432/824/4654/8521/9518/10411/10938/8740/9750/10211/54209/3566/8536/575/4283/4773/92304/7305",20
"GO:1903861","GO:1903861","positive regulation of dendrite extension","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"23327/50618/114804/4204/22999/57699/9962/7852/9699/6857/59284/9373/127833/8437/57154/23025/6860/9362/51760/151835",20
"GO:1904030","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"1026/1027/324/9113/10527/4221/1029/3843/26524/1050/7023/7026/10614/93649/5347/5728/1028/124790/3087/51654",20
"GO:2001026","GO:2001026","regulation of endothelial cell chemotaxis","20/14183","24/18870",0.252202900942426,0.347146671210817,0.187324514579722,"7057/4233/2260/5025/2247/10563/7422/2246/9037/5587/4851/3315/8823/7114/8817/3791/25865/5641/2249/64094",20
"GO:0006346","GO:0006346","DNA methylation-dependent heterochromatin formation","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"51535/4609/1786/3070/9869/10155/8932/23028/53615/55729/23272/23411/54737/55196/1859/80063/84456/56154/57343/80312/57379/339/1788/90378/3065/83852/22880",27
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"3685/4792/7376/1435/4790/3690/23461/1437/5583/4023/5601/19/185/5465/5468/247/9619/8399/5320/10062/3606/338/5196/5322/183/948/1071",27
"GO:0040020","GO:0040020","regulation of meiotic nuclear division","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"7320/7474/23236/3976/10635/5139/6196/51343/84072/4487/5810/9319/26271/1761/4488/10361/991/811/4882/22933/2827/286151/339345/54361/4342/441161/55124",27
"GO:0045777","GO:0045777","positive regulation of blood pressure","27/14183","33/18870",0.253155582363272,0.347856948340046,0.18770778865228,"387/3398/5144/65125/7168/128/1139/1816/7026/147/153/80763/6915/9607/1585/5021/6870/347148/1268/134/551/554/552/81285/151/2740/6866",27
